BTC,ETH,USDT,BNB,USDC,BUSD,XRP,DOGE,ADA,MATIC,DOT,DAI,LTC,SHIB,TRX,SOL,UNI,AVAX,LINK,LEO,WBTC,ATOM,ETC,XMR,XLM,BCH,ALGO,CRO,FIL,QNT,NEAR,VET,OKB,FLOW,HBAR,ICP,HT,EGLD,CHZ,EOS,USDP,THETA,XTZ,AAVE,SAND,BSV,TUSD,MANA,AXS,KCS,MKR,ZEC,CAKE,GUSD,PAXG,KLAY,FTM,SNX,NEO,DASH,MINA,FEI,RUNE,BNX,GT,NEXO,CRV,LDO,BAT,STX,HNT,1INCH,CSPR,LRC,AR,ZIL,ENJ,DCR,KAVA,CELO,XEM,XDC,CVX,HOT,BAL,ROSE,BTG,WAVES,RVN,TFUEL,YFI,KSM,QTUM,GNO,GLM,IOTX,ANKR,JST,POLY,KDA,LPT,RSR,XCH,ONE,SUSHI,XYM,ABBC,Hive,OMG,ZRX,IOST,ICX,FLUX,WOO,AMP,BORA,AUDIO,STORJ,WAXP,SCRT,ZEN,SXP,EWT,RNDR,VGX,CEL,DGB,INJ,UMA,SKL,SLP,REN,LSK,CVC,MOB,KNC,PUNDIX,TRIBE,MED,REQ,API3,WIN,RLC,OCEAN,PYR,CELR,DAO,CKB,XPRT,COTI,METIS,SYS,ANT,SNT,MBOX,HEX,STETH,FRAX,WBNB,BTCB,HBTC,XAUT,FTT,USDJ,DFI,TEL,LUSD,RPL,SAFE,EURS,VERI,WEMIX,DEXE,ERG,ANY,DESO,CFG,CEEK,FXS,KEEP
29534.38477,1995.060913,1.001018047,326.9403076,1.000013948,1.000920057,0.467799991,0.080389999,0.394683987,0.998933017,5.853751183,0.999947012,88.83866882,0.00001,0.071002998,22.82611084,0.000118,17.38660431,7.235920906,3.537448883,29572.97852,11.23104858,19.63389015,158.2520142,0.094384998,120.1935577,0.181935996,0.069908999,5.272160053,114.0699081,1.868255019,0.021179,46.57562256,0.882616997,0.058428999,5.94746685,3.217802048,39.92066956,0.130631,1.016667008,0.996183991,1.002701044,1.023434997,73.48530579,0.576179981,33.40061188,1.000597,0.539071977,7.728518009,7.688581944,725.8881836,37.18357086,2.455231905,1.010717988,2020.591675,0.229754001,0.434228987,2.571125031,10.45291519,48.79220963,0.633997023,0.971005023,1.342143059,64.27575684,5.295751095,0.707898974,0.956943989,1.93720305,0.243706003,0.003666,1.566002011,0.464141995,0.05965,0.335673988,7.960471153,0.027372999,0.38578099,18.30106354,0.795045018,0.588428021,0.036130998,0.037370998,5.442624092,0.004207,6.271161079,0.060130999,13.97674847,1.889587045,0.023239,0.049497001,8155.383301,29.13587379,2.867805958,118.9304504,0.238018006,0.024401,0.030122001,0.024911,0.193728,0.900483012,5.574725151,0.003749,38.31325531,0.000657,1.047850013,0.030332999,0.103128001,0.409489006,1.062587977,0.253188998,0.010574,0.288199991,0.573996007,0.306980997,0.00334,0.173778996,0.284765989,0.347187996,0.065893002,0.577301979,9.480225563,0.53896898,2.610344887,2.187336922,0.200035006,0.285463989,0.009117,7.832532883,2.947268009,0.038229,0.002549,0.091089003,0.969169974,0.102093004,0.938561022,0.684347987,0.452865005,0.297015995,0.015942,0.095732004,1.488155961,0.000084,1.697739959,0.358677,3.291374922,0.023453999,1.558550954,0.003754,0.208645001,0.080711998,29.25961685,0.142522007,3.047504902,0.026656,0.481851012,0.065186001,1977.885864,0.99999702,327.0726624,29567.86133,29528.76172,2014.434814,1.448838949,1.122902989,0.466215998,0.001985,1.011101008,50.76473236,0.090245001,1.095952034,23.77580643,1.043272018,2.977411985,1.569682956,9.397463799,12.93550491,0.222519994,0.075363003,7.866134167,0.152379006
28904.62305,1900.221802,1.001834035,322.7740173,1.000051975,1.001173019,0.45954901,0.076998003,0.380118996,0.977791011,5.653782845,1.000288963,83.63143921,0.000009,0.070326999,21.97426224,0.000116,16.63551903,6.943518162,3.523487091,28897.99219,10.8592968,19.00376129,156.6327515,0.092587002,117.2055054,0.175256997,0.068093002,5.061654091,111.3088379,1.772405982,0.020354999,45.52639008,0.848240972,0.057027999,5.598031044,3.030838013,39.55966568,0.125165001,0.986500979,0.997981012,0.962449014,0.985765994,69.91590881,0.549701989,32.51748657,1.000728965,0.517957985,7.397842884,7.542358875,691.8599854,35.8903923,2.204611063,1.002786994,2024.555908,0.224057004,0.412211001,2.39872694,10.0271883,45.51885223,0.597957015,0.956183016,1.295680046,62.4742012,5.268143177,0.705394983,0.903918028,1.848029971,0.233352006,0.003794,1.483731985,0.447708994,0.056878001,0.316837013,7.372078896,0.026445,0.370242,17.61513519,0.726204991,0.563715994,0.036052998,0.036392,5.213404179,0.004015,6.049370766,0.058524001,13.35873604,1.806383014,0.022213999,0.047913,7905.097656,27.85498619,2.782279015,114.7505112,0.230702996,0.023657,0.029002,0.024336999,0.183550999,0.864031971,5.271925926,0.003501,37.54415894,0.000631,0.997954011,0.030146999,0.103816003,0.401975989,0.990121007,0.241359994,0.010194,0.27363801,0.542801023,0.280811995,0.003441,0.169935003,0.270384014,0.336706013,0.063862003,0.549495995,8.923077583,0.499870002,2.524943113,2.081638098,0.185839996,0.267423987,0.008761,7.263854981,2.376734018,0.035611998,0.002434,0.084282003,0.940577984,0.098821998,0.845103979,0.661521971,0.444730014,0.295814008,0.015728001,0.092191003,1.413746953,0.000081,1.81229496,0.338654012,3.18729806,0.021557,1.538017988,0.003589,0.207563996,0.076264001,26.5882473,0.137311995,2.978409052,0.026092,0.459751993,0.058889002,1900.458862,0.997893989,322.786499,28856.17188,28842.95117,2015.90625,1.363826037,1.121335983,0.455467999,0.001919,1.012624025,48.48511887,0.092681997,1.097962022,22.77758217,0.933508992,2.795929909,1.522238016,9.227630615,11.71128654,0.209390998,0.070918001,7.460494995,0.149644002
28454.97852,1873.076416,1.001541019,321.6110535,1.000144959,1.001147032,0.450363994,0.076710001,0.376906008,0.965624988,5.641276836,0.99941802,83.57260895,0.000009,0.069342002,21.84422874,0.000114,16.44772911,6.909634113,3.497775078,28542.15625,11.00503635,18.76584244,157.0870361,0.092046,116.3896179,0.173814997,0.068779998,5.039081097,109.5039978,1.739361048,0.020152999,45.45549393,0.841898978,0.056541,5.550878048,3.00436306,39.38776398,0.125276998,0.970227003,0.995132983,0.94868201,0.966316998,68.83363342,0.544306994,32.34909821,1.000234962,0.509018004,7.29336977,7.703257084,696.786499,35.27137756,2.054601908,1.007101059,2018.811401,0.219797,0.405018985,2.371371031,9.904321671,45.61125183,0.586157978,0.941895008,1.282516003,61.05847168,5.184477806,0.694465995,0.888318002,1.831776023,0.229947001,0.003812,1.460788965,0.447930008,0.056752998,0.313737989,7.257531166,0.026176,0.366113991,17.94277763,0.728603005,0.553824008,0.035238002,0.036947999,5.133245945,0.003927,6.002677918,0.055755999,13.2471056,1.810264945,0.022041,0.047540002,7893.288086,27.63000488,2.723377943,117.1289749,0.230307996,0.023336999,0.028712001,0.024219999,0.192918003,0.867599011,5.168259144,0.003486,36.67577744,0.000617,0.992579997,0.029595001,0.101603001,0.393620014,1.003713965,0.237717003,0.010026,0.267740011,0.539669991,0.274839997,0.003309,0.169000998,0.264775991,0.332803994,0.062778004,0.561281979,8.619462967,0.489073992,2.425473929,2.131957054,0.184782997,0.265166014,0.008704,7.31972599,2.899518967,0.034260999,0.002419,0.084484004,0.924014986,0.098509997,0.827485025,0.649509013,0.442445993,0.301845014,0.015416,0.090585001,1.390020967,0.000081,1.771991015,0.335399985,3.174405098,0.021071,1.53113699,0.003592,0.205486998,0.076177001,27.80078888,0.134611994,3.010420084,0.025824999,0.450511992,0.064466998,1877.368408,0.995278001,321.308136,28540.70703,28546.76172,2016.023804,1.335530043,1.119595051,0.452093005,0.001907,1.011487007,48.78168488,0.089698002,1.094789982,23.55164719,0.977231979,2.798119068,1.517251968,9.160515785,11.57738113,0.207744002,0.069968998,7.416053772,0.150236994
27694.27344,1849.042725,1.000926018,313.9712219,1.000048995,1.000648022,0.428914994,0.072472997,0.365828008,0.900642991,5.375893116,1.000241995,77.87343597,0.000009,0.068438999,20.65746307,0.000111,15.42347717,6.591795921,3.497550964,27684.90234,10.61747074,18.29512787,153.5816803,0.089519002,111.4047546,0.164139003,0.066297002,4.541431904,106.6884384,1.645341039,0.019347001,43.93665695,0.768990994,0.05455,5.340221882,2.964883089,37.50774765,0.113403,0.906760991,0.999092996,0.894721985,0.913949013,64.61923218,0.508230984,30.07242012,1.000061035,0.473152012,6.824370861,7.484827995,669.237854,33.14235306,1.848590016,0.999243021,2028.687378,0.208808005,0.364104003,2.167126894,9.142514229,41.77371979,0.543600977,0.954546988,1.210000038,56.74122238,5.06727314,0.673933983,0.834218025,1.832486987,0.213519007,0.003696,1.312531948,0.407750011,0.052561,0.293734998,6.572133064,0.023797,0.343461007,16.36752701,0.746214986,0.508997023,0.032754999,0.035277002,4.786425114,0.003774,5.741404057,0.050161,12.92640686,1.605304956,0.0208,0.044126,7252.153809,25.68188095,2.576785088,113.1587906,0.218054995,0.022345001,0.02617,0.023475001,0.183176994,0.816931009,4.646467209,0.003036,38.94429398,0.00061,0.904540002,0.029304,0.100063004,0.372182995,0.859902978,0.215201005,0.009328,0.242436007,0.514021993,0.238417998,0.003096,0.162120998,0.237967998,0.306924999,0.058352999,0.531244993,7.980698109,0.449550003,2.388428927,1.862486959,0.177820996,0.257191002,0.008032,6.656114101,2.688369989,0.031895001,0.002228,0.075148001,0.866898,0.093065001,0.720587015,0.593887985,0.410073996,0.30190599,0.01457,0.087931998,1.291458964,0.000078,1.684201002,0.319254994,3.089598894,0.018818,1.509055972,0.003089,0.202866003,0.069349997,25.69960022,0.117730998,2.772175074,0.024241,0.425024986,0.059239999,1839.699951,0.998821974,313.7781067,27642.10352,27609.42383,2022.055298,1.264104962,1.107722998,0.405595988,0.001818,1.011317968,47.28766251,0.086600997,1.096300006,22.38922882,0.899450004,2.624257088,1.493160963,8.486557961,10.33460808,0.201774001,0.066794001,6.819666863,0.147464007
27658.77539,1848.603149,1.000723958,312.5137024,1.000223041,1.000375032,0.42988801,0.073138997,0.363806009,0.877144992,5.328574181,0.999845028,80.02158356,0.000009,0.069081001,20.68364525,0.000111,15.33558273,6.524262905,3.527761936,27651.86523,10.39606857,18.75309181,155.0438385,0.089120999,121.9778442,0.165169001,0.065684997,4.550862789,104.9846344,1.624551058,0.019407,44.97658157,0.778720021,0.054111,5.28749609,2.977885962,38.02379608,0.112653002,0.918519974,0.995181978,0.898422003,0.907373011,64.48516846,0.508360028,42.26237869,0.999716997,0.467716008,6.925433159,7.440561771,671.8452148,33.22590637,1.887789011,0.999435008,2039.734131,0.202133998,0.369397014,2.136204958,9.27438736,42.06634521,0.552214027,0.963732004,1.19809103,56.23127747,5.102428913,0.683115006,0.837459028,1.850265026,0.218060002,0.003515,1.406752944,0.415870994,0.051357001,0.297244996,6.619631767,0.023994001,0.343649,17.11185265,0.802617014,0.517176986,0.033309002,0.034843002,4.629251003,0.003739,5.742869854,0.052389,12.93881893,1.605873942,0.021105999,0.044406999,7330.48877,25.86289024,2.611336947,113.6113205,0.220238999,0.022283999,0.026322,0.023708999,0.188240007,0.825585008,4.822274208,0.003046,38.25154495,0.000604,0.894611001,0.029572001,0.096773997,0.374843001,0.884913027,0.219521001,0.009424,0.244018003,0.505362988,0.220627993,0.003126,0.162347004,0.239783004,0.31130299,0.058862001,0.523759008,8.136865616,0.442622006,2.400553942,1.74434495,0.171573997,0.251040995,0.007949,6.2921381,2.754780054,0.031849001,0.002248,0.077624001,0.876636028,0.094751,0.792782009,0.608488023,0.416927993,0.289653987,0.014457,0.088767998,1.294437051,0.000078,1.545240998,0.334980995,3.024300098,0.018885,1.56487,0.003274,0.201652005,0.069807999,25.03012276,0.120682001,2.877012968,0.024692999,0.424504012,0.058497999,1836.842896,0.998409987,312.4391785,27577.48828,27645.99609,2034.994507,1.293233991,1.111279964,0.40132001,0.001747,1.011402965,47.71351242,0.081747003,1.095103025,19.99987984,0.910642028,2.650466919,1.49276495,8.557767868,10.48509121,0.201530993,0.066586003,6.757732868,0.134231001
27621.75586,1842.401489,1.000833988,314.5774536,1.000030994,1.000412941,0.430873007,0.073225997,0.369937003,0.877358973,5.470531941,0.999750972,81.06997681,0.000009,0.069408,20.95371056,0.00011,15.53670883,6.595903873,3.582429886,27630.875,10.99788284,18.86086082,153.7156067,0.089129001,116.0496521,0.168778002,0.065527998,4.606917858,106.5867462,1.66246295,0.019613,45.06039047,0.788191021,0.054336999,5.30369997,2.96676898,38.08829117,0.110656999,0.913097024,0.998688996,0.922568023,0.916980028,64.75016022,0.516447008,38.20811081,0.999683976,0.477225989,6.976744175,7.541427136,660.5401611,33.39674759,1.922956944,0.995191991,2042.989624,0.200166002,0.381181002,2.177555084,9.667618752,43.09428406,0.579141021,0.935746014,1.21101296,50.80652237,5.162446022,0.677103996,0.839694977,1.871337056,0.220357001,0.003437,1.458801985,0.422295988,0.052203,0.301261008,7.007789135,0.024506001,0.351920009,17.05739594,0.886614025,0.533150971,0.033980001,0.034614001,4.693227768,0.003712,5.626893997,0.055339001,13.21633625,1.636126041,0.021449,0.045389,7055.263184,26.39393616,2.647968054,113.9788437,0.222078994,0.022794001,0.027147001,0.023833999,0.182534993,0.831358016,4.917663097,0.003147,38.22184753,0.000601,0.914875984,0.029242,0.096236996,0.382151991,0.869401991,0.227077007,0.009533,0.267347992,0.510389984,0.240358993,0.003168,0.162839994,0.247499004,0.318266004,0.059625,0.52895999,8.321659088,0.441258013,2.37062192,1.833242059,0.154948995,0.238677993,0.008022,6.663228035,2.574626923,0.032419998,0.002248,0.079498999,0.886225998,0.095964998,0.765287995,0.620763004,0.41831699,0.289296001,0.014625,0.089841999,1.329764962,0.000076,1.58276701,0.332540989,3.080333948,0.019925,1.561589956,0.003423,0.186577007,0.070445001,23.18128204,0.120761998,3.295628071,0.025217,0.428333998,0.065376997,1837.393311,1.000946999,314.4962463,27610.9707,27638.43164,2031.390381,1.169610977,1.114752054,0.394235998,0.001773,1.008743048,46.93711472,0.087063998,1.092579007,19.61046219,0.84958303,2.645147085,1.501580954,8.728256226,11.03207016,0.198716998,0.066817999,6.782163143,0.144144997
27000.78906,1796.490601,1.000723004,307.6958313,1.000174046,1.000257015,0.421878994,0.072085001,0.360038996,0.842500985,5.28542614,1.000136972,81.0408783,0.000009,0.067704998,20.23488045,0.000108,14.97328758,6.366950989,3.510334969,27007.78516,11.04622364,18.12177658,152.6500244,0.089505002,113.5112686,0.162706003,0.063321002,4.359395027,104.6611176,1.59859395,0.019004,44.04457855,0.748604,0.051385999,5.012548924,2.864224911,37.32342529,0.106908999,0.883795977,0.993209004,0.893996,0.893657029,62.36529541,0.496102005,34.46316528,0.999513984,0.45134601,6.737059116,7.521580219,622.2581787,32.61836243,1.859375,0.995904028,2024.405029,0.186414003,0.368524998,2.021404982,9.145204544,40.84606171,0.548406005,0.975256026,1.173061013,48.80006409,4.954041958,0.668353975,0.800204992,1.65208602,0.212447003,0.003244,1.353960991,0.409336001,0.048969001,0.283266008,6.472723007,0.023391001,0.333337009,18.78697777,0.860508025,0.516240001,0.032439999,0.034166001,4.344246864,0.003576,5.498717785,0.052138999,12.87310028,1.553128004,0.020694001,0.043783002,6670.464844,25.13964081,2.546662092,109.8887329,0.214077994,0.022118,0.02533,0.023073001,0.177720994,0.790962994,4.730916023,0.002933,37.76884842,0.000593,0.87439698,0.028999001,0.0889,0.365440011,0.798991025,0.215634003,0.009215,0.244048998,0.48309499,0.225851998,0.002964,0.159401,0.229687005,0.306890011,0.057105001,0.488566011,8.057725906,0.416081011,2.251413107,1.712862015,0.135418996,0.218900994,0.007602,5.808156014,2.402240038,0.030571001,0.002135,0.074515,0.85788399,0.091871999,0.716894984,0.597330988,0.400247991,0.288190991,0.014528,0.087291002,1.290117979,0.000074,1.449988008,0.323661,2.971376896,0.019020001,1.468912005,0.003136,0.181218997,0.067459002,22.69950485,0.115206003,3.025988102,0.024250001,0.404215008,0.059875999,1795.135132,0.999752998,307.7554932,26985.99023,26977.13672,2017.871704,1.117205977,1.107980967,0.381018996,0.001678,1.008852959,44.89807129,0.088033997,1.090041995,19.54674149,0.746752024,2.512433052,1.485304952,8.323057175,10.47118378,0.192055002,0.062895,5.937523842,0.133862004
26804.99023,1808.019775,1.000581026,308.6031189,1.000059009,1.000360966,0.430718005,0.072458997,0.370463014,0.865085006,5.345987797,1.000373006,80.50313568,0.000009,0.069095999,20.91179466,0.000107,15.19285297,6.621963978,3.492511988,26786.55859,11.1643734,18.22808075,153.8418579,0.089109004,114.9721146,0.164557993,0.062651001,4.433818817,106.7065506,1.650022984,0.019198,44.18133926,0.754938006,0.052310001,5.227814198,2.799700975,37.54909897,0.107647002,0.874109983,1.000448942,0.911603987,0.894749999,63.18530655,0.506820977,35.29756165,0.999549985,0.455300987,6.779541016,7.677167893,638.0523071,32.98441696,1.813966036,0.995527983,2025.802246,0.189141005,0.372390986,2.074390888,9.155566216,40.89061356,0.566627979,0.995311022,1.186099052,49.76691818,4.971293926,0.678246975,0.816084981,1.899628043,0.213552997,0.004148,1.398447037,0.414963007,0.049192999,0.287652999,6.646399021,0.023698,0.33671701,17.40097427,0.913033009,0.521529019,0.032598998,0.033659,4.514698029,0.003615,5.546214104,0.053445,12.51163101,1.574761987,0.020586999,0.043416001,6942.948242,25.29709244,2.597269058,111.4356995,0.213503003,0.021577001,0.025714001,0.023275999,0.173283994,0.807321012,4.830124855,0.002865,37.27900314,0.000596,0.886900008,0.029619001,0.088393003,0.364008009,0.784982979,0.218900994,0.009333,0.252283007,0.492305994,0.234825999,0.002944,0.155389994,0.236193001,0.307231993,0.056345999,0.505695999,8.345083237,0.437938005,2.275444984,1.811174035,0.147862002,0.211610004,0.007825,6.139012814,2.407427073,0.031484,0.002171,0.076249003,0.852349997,0.088848002,0.747205973,0.600106001,0.395615995,0.286841005,0.014769,0.089786001,1.313146949,0.000075,1.526774049,0.340483993,3.033349991,0.019486001,1.48240304,0.003176,0.192542002,0.068967998,22.66254234,0.118314996,3.198429108,0.024258999,0.41028899,0.055063002,1804.823364,0.998829007,308.2864075,26758.96484,26748.17578,2014.2948,1.10028398,1.106935024,0.372669011,0.001749,1.009150028,46.59972,0.082381003,1.085824013,19.6218586,0.78531301,2.621473074,1.460574985,8.319390297,10.48990726,0.206382006,0.062889002,6.541463852,0.131574005
26784.07813,1796.114868,1.000558972,311.0868835,1.000028014,1.000502944,0.424903005,0.071777001,0.365031004,0.849407017,5.351903915,0.999625027,80.30570221,0.000009,0.06938,20.86876106,0.000107,14.94206619,6.500390053,3.543982983,26828.84766,10.89584827,18.12599945,153.0009918,0.088336997,113.1161346,0.162338004,0.062740997,4.385085106,106.2686539,1.660537005,0.019144001,44.59099579,0.751644015,0.051394999,5.148834229,2.794290066,38.36188889,0.106082998,0.87181598,0.996668994,0.905743003,0.885738015,62.19470215,0.50009799,34.59838486,0.999877989,0.451077014,6.773601055,7.615386963,632.5695801,32.68263626,1.849607945,0.98744601,2020.745972,0.189166993,0.364618987,2.016470909,9.073182106,40.70320511,0.558242023,1.000020027,1.183815002,50.72771454,4.935340881,0.668403029,0.804225981,1.881499052,0.211771995,0.003689,1.343404055,0.410403997,0.050122,0.28461799,6.468299866,0.023595,0.333269,17.2454586,0.922922015,0.52273798,0.032462001,0.033769999,4.510405064,0.003586,5.499827862,0.052632,12.74077034,1.531193972,0.020517001,0.043501001,6770.915527,24.93703651,2.54112792,111.9369354,0.214313999,0.021247,0.025281001,0.0231,0.182873994,0.785531998,4.691184998,0.002842,36.60709381,0.000595,0.885110974,0.029819001,0.091402002,0.369892001,0.766061008,0.216905996,0.009282,0.247370005,0.493119001,0.227014005,0.002928,0.155702993,0.231314004,0.303835988,0.056231,0.491445005,8.177824974,0.429628998,2.384330988,1.83573401,0.156718999,0.210014001,0.007558,6.037059784,2.314093113,0.031146999,0.002151,0.074931003,0.843742013,0.088123001,0.712037981,0.597786009,0.396916002,0.288529992,0.01453,0.088004999,1.312335014,0.000075,1.500872016,0.328877002,3.004486084,0.019582,1.435443997,0.003139,0.174073994,0.067720003,22.87157822,0.115245998,3.113050938,0.024234001,0.407765001,0.033847999,1794.060181,1.001556039,311.0820313,26843.36133,26852.63086,2011.676758,1.080939055,1.112267017,0.368337005,0.001836,1.008849025,49.99355698,0.083177,1.083799958,19.37826347,0.789546013,2.596225977,1.444093943,8.16390419,10.2114439,0.201067001,0.062654004,6.519423962,0.129758999
26930.63867,1800.500977,1.000512958,312.1358948,1.000097036,1.000308991,0.425859988,0.071985997,0.370761007,0.85977298,5.354409218,1.000010014,83.44429779,0.000009,0.069401003,20.95339775,0.000108,15.0302496,6.543808937,3.577485085,26924.25781,10.9157877,18.12555695,153.9666748,0.088722996,115.3438492,0.162985995,0.06408,4.452134132,107.2567368,1.65751195,0.019228,45.08483505,0.753708005,0.05181,5.190557003,2.940325975,38.42524338,0.106995001,0.876697004,0.998565018,0.892886996,0.888834,62.25667572,0.503197014,36.23199463,0.999855995,0.456822991,6.813949108,7.630190849,626.3826904,32.85891724,1.857015014,0.985036016,2019.497192,0.175107002,0.370220989,2.064629078,9.098558426,41.2336731,0.561351001,0.935663998,1.180685043,52.57937241,5.010005951,0.664586008,0.805808008,1.929054022,0.216128007,0.003539,1.355324984,0.414112985,0.049587,0.288854986,6.648052216,0.023827,0.336427003,17.36371613,1.005581021,0.52758801,0.032822002,0.033767998,4.611564159,0.0036,5.558373928,0.05314,12.98098278,1.550402045,0.021311,0.043527,6833.893555,25.44267082,2.561989069,112.0727768,0.216010004,0.021616001,0.025585,0.023281001,0.184891,0.792621017,4.476882935,0.00294,36.81114578,0.000593,0.896117985,0.029151,0.094708003,0.365420997,0.831031978,0.221450001,0.009379,0.254893988,0.506727994,0.224470004,0.002945,0.157260001,0.236709997,0.304915994,0.056444001,0.492897987,8.230444908,0.432792008,2.46983099,1.82742095,0.151412994,0.208733007,0.007639,6.099518776,2.352581978,0.031854998,0.002172,0.077563003,0.847217977,0.088601001,0.718813002,0.600607991,0.397567987,0.287943006,0.014171,0.089249998,1.312764049,0.000075,1.494920969,0.334679991,3.008326054,0.020366,1.403553009,0.003238,0.172544003,0.067562997,23.01450729,0.115392,3.106204987,0.024274001,0.411181986,0.028341999,1796.768066,1.00225997,311.9641418,26932.33398,26926.20508,2011.765869,1.09383595,1.112697959,0.363880992,0.001859,1.007593036,51.65613174,0.049095001,1.082147956,19.51063156,0.80191803,2.603202105,1.458238006,8.3039217,10.85646629,0.208013997,0.063950002,6.730744839,0.127261996
27192.69336,1817.549927,1.000262022,313.5294189,1.000020981,0.999831021,0.427561998,0.072045997,0.367482007,0.860252023,5.320285797,0.999041021,87.06656647,0.000009,0.070242003,21.0071888,0.000109,15.09314728,6.638051033,3.496176958,27228.71094,10.80523205,18.29638672,152.1664124,0.088082999,116.2707138,0.166958004,0.063970998,4.461219788,105.5682983,1.657973051,0.019462001,46.28712082,0.763817012,0.052386999,5.249948025,2.843961954,38.38263702,0.107624002,0.879432023,0.996688008,0.908814013,0.892283976,62.82017899,0.502550006,35.11472321,0.999123991,0.468234003,6.815375805,7.607726097,637.2470703,32.98283386,1.865689993,1.00029099,2017.347168,0.169391006,0.38309899,2.097050905,9.332850456,42.0786972,0.564504981,0.957562983,1.181234956,52.02277756,4.983832836,0.667122006,0.827682018,2.123449087,0.219355002,0.003443,1.335235953,0.414703012,0.048801001,0.292800993,6.671084881,0.024146,0.33880499,17.51346779,1.005396009,0.530745983,0.033504002,0.032891002,4.686473846,0.00362,5.550416946,0.053353999,12.85671234,1.594032049,0.021729,0.044176001,6901.84668,25.69166946,2.608874083,114.0194626,0.216718003,0.022479,0.027035,0.023437999,0.185904995,0.800570011,4.66673708,0.00291,36.60224152,0.000595,0.891972005,0.029195,0.094590999,0.367137015,0.799492002,0.222654,0.009454,0.257856011,0.499531001,0.231811002,0.002969,0.158785999,0.241825,0.310903013,0.056986,0.489861012,8.190393448,0.429556012,2.413686991,1.803045034,0.148305997,0.223679006,0.00786,6.406289101,2.337950945,0.032179002,0.002203,0.077970997,0.855799019,0.088595003,0.722544015,0.608331978,0.403409004,0.287036002,0.014307,0.088546,1.339506984,0.000076,1.526327014,0.331593007,3.067035914,0.021278,1.397672057,0.003343,0.172560006,0.069302999,23.68314934,0.117725998,3.22040391,0.024460999,0.410809994,0.030848,1810.429199,0.999732971,313.5817261,27249.00195,28403.94727,2014.380493,1.094336033,1.116956949,0.366798013,0.001846,1.008224011,52.10741425,0.074982002,1.082455993,20.35202026,0.864845991,2.626992941,1.412135005,8.369777679,10.54705143,0.192883,0.065279998,7.061785221,0.130750001
27036.65039,1824.12146,1.000115991,311.3800354,0.999948025,1.000007987,0.441421986,0.072728999,0.367830008,0.846010983,5.299292088,0.999648988,89.85771942,0.000009,0.070559003,20.67942047,0.000108,14.90305901,6.659043789,3.49890995,27047.59766,10.88234711,18.27479935,151.5962982,0.087902002,116.8636932,0.169541001,0.06335,4.423760891,105.9454269,1.657490015,0.019462001,45.82825089,0.765606999,0.052343,5.231678963,2.883511066,37.5039444,0.107603997,0.892223001,0.995616019,0.908408999,0.900465012,62.84452438,0.517085016,34.76771927,0.999644995,0.482389987,6.823856831,7.513605118,633.1706543,33.12174606,1.858425975,0.998748004,1997.477661,0.171909004,0.379628003,2.150238037,9.330544472,43.23038864,0.565599024,0.933888972,1.160990953,52.38532257,4.981318951,0.66642803,0.830706,2.207032919,0.221533001,0.00333,1.322136998,0.41535601,0.048710998,0.296851009,6.644639969,0.024235001,0.346354991,17.49284935,0.924027026,0.556218982,0.033326,0.031621002,4.752566814,0.00363,5.50111723,0.054076001,12.74003029,1.60926199,0.022157,0.043866999,6813.431152,25.85810471,2.608947992,115.7864609,0.214855999,0.022779999,0.026434001,0.023509,0.182418004,0.794259012,4.683841229,0.003037,36.48618698,0.000596,0.897117019,0.029154999,0.095135003,0.365565002,0.799086988,0.229109004,0.009552,0.267774999,0.501847982,0.232739002,0.002956,0.160513997,0.246492997,0.312240988,0.056666002,0.490388006,8.302653313,0.426966012,2.404941082,1.929803968,0.153446004,0.224208996,0.007902,6.14708519,2.208976984,0.032292001,0.002205,0.078496002,0.851194978,0.088852003,0.770829976,0.604034007,0.405003011,0.285537005,0.014134,0.088914,1.303218007,0.000076,1.536353946,0.326853991,3.202006102,0.02173,1.42622304,0.003359,0.171975002,0.070537001,22.91078377,0.117600001,3.257575035,0.024423,0.416184992,0.031799,1808.739136,0.99938798,311.302948,27036.59766,27967.98047,1995.196167,1.083317995,1.117524028,0.362367988,0.001758,1.007392049,49.97638702,0.074698001,1.08239305,19.81976128,0.845834971,2.627630949,1.40802598,8.256897926,10.8039732,0.189930007,0.065995,7.256205082,0.131228998
